model,year,weight_by,vector_size,window,min_count,approach,epochs,similarity_score,analogy_score
w2v_y1957_wbnone_vs200_w5_mc20_sg1_e10.kv,1957,none,200,5,20,1,10,0.6502546059975876,0.40784638000735024
w2v_y1956_wbnone_vs200_w5_mc20_sg1_e10.kv,1956,none,200,5,20,1,10,0.6390578486163898,0.4049786364480773
w2v_y1960_wbnone_vs200_w5_mc20_sg1_e10.kv,1960,none,200,5,20,1,10,0.6381209369485987,0.4111965659094974
w2v_y1955_wbnone_vs200_w5_mc20_sg1_e10.kv,1955,none,200,5,20,1,10,0.6404678635626847,0.4039573545355981
w2v_y1958_wbnone_vs200_w5_mc20_sg1_e10.kv,1958,none,200,5,20,1,10,0.652596368295563,0.4114280604488956
w2v_y1959_wbnone_vs200_w5_mc20_sg1_e10.kv,1959,none,200,5,20,1,10,0.647676793038773,0.4024170274170274
w2v_y1961_wbnone_vs200_w5_mc20_sg1_e10.kv,1961,none,200,5,20,1,10,0.650943271568634,0.4230160126693648
w2v_y1962_wbnone_vs200_w5_mc20_sg1_e10.kv,1962,none,200,5,20,1,10,0.6464149138804693,0.41599083215796895
w2v_y1963_wbnone_vs200_w5_mc20_sg1_e10.kv,1963,none,200,5,20,1,10,0.6476085557105044,0.4163048294195835
w2v_y1964_wbnone_vs200_w5_mc20_sg1_e10.kv,1964,none,200,5,20,1,10,0.6537838147411008,0.4179065058543886
w2v_y1968_wbnone_vs200_w5_mc20_sg1_e10.kv,1968,none,200,5,20,1,10,0.6473861633901086,0.438936338821872
w2v_y1965_wbnone_vs200_w5_mc20_sg1_e10.kv,1965,none,200,5,20,1,10,0.6256869852376384,0.42141149384574517
w2v_y1966_wbnone_vs200_w5_mc20_sg1_e10.kv,1966,none,200,5,20,1,10,0.6495048812913827,0.42679019828556586
w2v_y1967_wbnone_vs200_w5_mc20_sg1_e10.kv,1967,none,200,5,20,1,10,0.6385125344641446,0.43884268884268884
w2v_y1970_wbnone_vs200_w5_mc20_sg1_e10.kv,1970,none,200,5,20,1,10,0.6502072728052741,0.4363351332520467
w2v_y1969_wbnone_vs200_w5_mc20_sg1_e10.kv,1969,none,200,5,20,1,10,0.6499325700704883,0.4299912816041848
w2v_y1976_wbnone_vs200_w5_mc20_sg1_e10.kv,1976,none,200,5,20,1,10,0.6543155398750826,0.4511767222935387
w2v_y1971_wbnone_vs200_w5_mc20_sg1_e10.kv,1971,none,200,5,20,1,10,0.6465025849660393,0.4262153527329246
w2v_y1975_wbnone_vs200_w5_mc20_sg1_e10.kv,1975,none,200,5,20,1,10,0.6403628327250986,0.4403993458989586
w2v_y1972_wbnone_vs200_w5_mc20_sg1_e10.kv,1972,none,200,5,20,1,10,0.6457287886930603,0.43791246960750263
w2v_y1974_wbnone_vs200_w5_mc20_sg1_e10.kv,1974,none,200,5,20,1,10,0.6508012444100106,0.44030808729139925
w2v_y1973_wbnone_vs200_w5_mc20_sg1_e10.kv,1973,none,200,5,20,1,10,0.6441750637626327,0.44988385098511574
w2v_y1983_wbnone_vs200_w5_mc20_sg1_e10.kv,1983,none,200,5,20,1,10,0.6564690088747058,0.45860687185608323
w2v_y1977_wbnone_vs200_w5_mc20_sg1_e10.kv,1977,none,200,5,20,1,10,0.64274105703966,0.4557124518613607
w2v_y1982_wbnone_vs200_w5_mc20_sg1_e10.kv,1982,none,200,5,20,1,10,0.6499230723695515,0.45195668854974846
w2v_y1979_wbnone_vs200_w5_mc20_sg1_e10.kv,1979,none,200,5,20,1,10,0.6561335459528519,0.4568164378889931
w2v_y1978_wbnone_vs200_w5_mc20_sg1_e10.kv,1978,none,200,5,20,1,10,0.6413993971934876,0.4399352033421434
w2v_y1981_wbnone_vs200_w5_mc20_sg1_e10.kv,1981,none,200,5,20,1,10,0.6555803414029053,0.4603981363828886
w2v_y1980_wbnone_vs200_w5_mc20_sg1_e10.kv,1980,none,200,5,20,1,10,0.6688655793547501,0.46389291499701596
w2v_y1986_wbnone_vs200_w5_mc20_sg1_e10.kv,1986,none,200,5,20,1,10,0.6618882760096643,0.46412537060567555
w2v_y1985_wbnone_vs200_w5_mc20_sg1_e10.kv,1985,none,200,5,20,1,10,0.6552802140533042,0.4701397712833545
w2v_y1984_wbnone_vs200_w5_mc20_sg1_e10.kv,1984,none,200,5,20,1,10,0.6555778573888142,0.4648307613607298
w2v_y1987_wbnone_vs200_w5_mc20_sg1_e10.kv,1987,none,200,5,20,1,10,0.662925571070433,0.48469605251939635
w2v_y1988_wbnone_vs200_w5_mc20_sg1_e10.kv,1988,none,200,5,20,1,10,0.6600425074214646,0.47285048708174504
w2v_y1993_wbnone_vs200_w5_mc20_sg1_e10.kv,1993,none,200,5,20,1,10,0.6576569771831059,0.49330977026003536
w2v_y1989_wbnone_vs200_w5_mc20_sg1_e10.kv,1989,none,200,5,20,1,10,0.6764279410775393,0.4847260792729109
w2v_y1990_wbnone_vs200_w5_mc20_sg1_e10.kv,1990,none,200,5,20,1,10,0.6635020084580555,0.4737019271227804
w2v_y1991_wbnone_vs200_w5_mc20_sg1_e10.kv,1991,none,200,5,20,1,10,0.6605317120789451,0.4885130017672305
w2v_y1992_wbnone_vs200_w5_mc20_sg1_e10.kv,1992,none,200,5,20,1,10,0.6695722083044439,0.49389884709248505
w2v_y2015_wbnone_vs200_w5_mc20_sg1_e10.kv,2015,none,200,5,20,1,10,0.6774944598334979,0.4397879323403181
w2v_y1994_wbnone_vs200_w5_mc20_sg1_e10.kv,1994,none,200,5,20,1,10,0.6621191432016653,0.4992005385845325
w2v_y1999_wbnone_vs200_w5_mc20_sg1_e10.kv,1999,none,200,5,20,1,10,0.6753285456644919,0.5062694605739292
w2v_y1997_wbnone_vs200_w5_mc20_sg1_e10.kv,1997,none,200,5,20,1,10,0.6756799605991516,0.498779769418497
w2v_y1996_wbnone_vs200_w5_mc20_sg1_e10.kv,1996,none,200,5,20,1,10,0.6679676813200377,0.5011360767482959
w2v_y1995_wbnone_vs200_w5_mc20_sg1_e10.kv,1995,none,200,5,20,1,10,0.6782928511860883,0.49086930909702936
w2v_y2000_wbnone_vs200_w5_mc20_sg1_e10.kv,2000,none,200,5,20,1,10,0.678956521303853,0.500378692249432
w2v_y1998_wbnone_vs200_w5_mc20_sg1_e10.kv,1998,none,200,5,20,1,10,0.6820637306949285,0.4982748464192544
w2v_y2003_wbnone_vs200_w5_mc20_sg1_e10.kv,2003,none,200,5,20,1,10,0.681828918304077,0.49945300008415383
w2v_y2001_wbnone_vs200_w5_mc20_sg1_e10.kv,2001,none,200,5,20,1,10,0.6695200440085299,0.49978961541698225
w2v_y2005_wbnone_vs200_w5_mc20_sg1_e10.kv,2005,none,200,5,20,1,10,0.67525212570157,0.4928048472607927
w2v_y2002_wbnone_vs200_w5_mc20_sg1_e10.kv,2002,none,200,5,20,1,10,0.6787563389918015,0.4974333080871834
w2v_y2004_wbnone_vs200_w5_mc20_sg1_e10.kv,2004,none,200,5,20,1,10,0.6886567424482659,0.4853993099385677
w2v_y2007_wbnone_vs200_w5_mc20_sg1_e10.kv,2007,none,200,5,20,1,10,0.6773188254254061,0.4830430026087688
w2v_y2006_wbnone_vs200_w5_mc20_sg1_e10.kv,2006,none,200,5,20,1,10,0.6816502154079902,0.4788353109484137
w2v_y2009_wbnone_vs200_w5_mc20_sg1_e10.kv,2009,none,200,5,20,1,10,0.6767304063227557,0.46882100479676847
w2v_y2008_wbnone_vs200_w5_mc20_sg1_e10.kv,2008,none,200,5,20,1,10,0.6842414804604864,0.4661280821341412
w2v_y2010_wbnone_vs200_w5_mc20_sg1_e10.kv,2010,none,200,5,20,1,10,0.6735017724781658,0.46335100563830683
w2v_y2011_wbnone_vs200_w5_mc20_sg1_e10.kv,2011,none,200,5,20,1,10,0.6663182959635147,0.45737608348060255
w2v_y2013_wbnone_vs200_w5_mc20_sg1_e10.kv,2013,none,200,5,20,1,10,0.6769728168743566,0.4698308507952537
w2v_y2014_wbnone_vs200_w5_mc20_sg1_e10.kv,2014,none,200,5,20,1,10,0.6692777795754048,0.45140116132289826
w2v_y2012_wbnone_vs200_w5_mc20_sg1_e10.kv,2012,none,200,5,20,1,10,0.6751029387376253,0.46452915930320626
w2v_y2017_wbnone_vs200_w5_mc20_sg1_e10.kv,2017,none,200,5,20,1,10,0.6710241875999585,0.4236303963645544
w2v_y2018_wbnone_vs200_w5_mc20_sg1_e10.kv,2018,none,200,5,20,1,10,0.6734297360695224,0.422452242699655
w2v_y2016_wbnone_vs200_w5_mc20_sg1_e10.kv,2016,none,200,5,20,1,10,0.6815033663396605,0.4464360851636792
